,Unnamed: 0,time,machine_id,cpus,memory,cluster
509,509,0,103267158440,1.0,1.0,3.0
510,510,0,373578576842,1.0,0.5,1.0
511,511,0,373578512553,1.0,0.5,1.0
512,512,0,373578512555,1.0,0.5,1.0
513,513,0,373578564259,1.0,0.5,1.0
514,514,0,373578770549,1.0,0.5,1.0
515,515,0,373578564258,1.0,0.5,1.0
516,516,0,373578848228,1.0,0.5,1.0
517,517,0,172757538396,1.0,0.5,1.0
518,518,0,104791526320,1.0,0.5,1.0
519,519,0,104792555327,1.0,0.5,1.0
520,520,0,104792130852,1.0,0.5,1.0
521,521,0,107698118271,1.0,0.5,1.0
522,522,0,104792005920,1.0,0.5,1.0
523,523,0,104792376637,1.0,0.5,1.0
524,524,0,104791571895,1.0,0.5,1.0
525,525,0,92002687600,1.0,1.0,3.0
526,526,0,92054232592,1.0,1.0,3.0
527,527,0,92151117535,1.0,1.0,3.0
528,528,0,259473609968,1.0,1.0,3.0
529,529,0,159576453367,1.0,1.0,3.0
530,530,0,298929297132,1.0,0.5,1.0
531,531,0,92157878884,1.0,0.5,1.0
532,532,0,92054928588,1.0,0.5,1.0
533,533,0,92058286227,1.0,0.5,1.0
534,534,0,92151570211,1.0,0.5,1.0
535,535,0,277671555356,1.0,0.5,1.0
536,536,0,92125612559,1.0,0.5,1.0
537,537,0,92055483226,1.0,0.5,1.0
538,538,0,92178504966,1.0,0.5,1.0
539,539,0,92161272388,1.0,0.5,1.0
540,540,0,92176087725,1.0,0.5,1.0
541,541,0,298882308711,1.0,0.5,1.0
542,542,0,92150593881,1.0,0.5,1.0
543,543,0,92062036862,1.0,0.5,1.0
544,544,0,92057665874,1.0,0.5,1.0
545,545,0,92051612156,1.0,0.5,1.0
546,546,0,92057006840,1.0,0.5,1.0
547,547,0,92126319438,1.0,0.5,1.0
548,548,0,92110031724,1.0,0.5,1.0
549,549,0,92117608309,1.0,0.5,1.0
550,550,0,92084619232,1.0,0.5,1.0
551,551,0,92109895829,1.0,0.5,1.0
552,552,0,92175414069,1.0,0.5,1.0
553,553,0,102892828005,1.0,1.0,3.0
554,554,0,102892942253,1.0,1.0,3.0
555,555,0,102893323408,1.0,1.0,3.0
556,556,0,102893244766,1.0,1.0,3.0
557,557,0,102892942254,1.0,1.0,3.0
558,558,0,102892828006,1.0,1.0,3.0
559,559,0,102893237720,1.0,1.0,3.0
560,560,0,102893546860,1.0,1.0,3.0
561,561,0,102892828007,1.0,1.0,3.0
562,562,0,102893546859,1.0,1.0,3.0
563,563,0,102892458782,1.0,1.0,3.0
564,564,0,92175606071,1.0,0.5,1.0
565,565,0,92040520212,1.0,0.5,1.0
566,566,0,159776056579,1.0,0.5,1.0
567,567,0,92152003594,1.0,0.5,1.0
568,568,0,259065120831,1.0,0.5,1.0
569,569,0,91961107553,1.0,0.5,1.0
570,570,0,92136995832,1.0,0.5,1.0
571,571,0,92176190917,1.0,0.5,1.0
572,572,0,92034724116,1.0,0.5,1.0
573,573,0,81673440755,1.0,0.5,1.0
574,574,0,373220281646,1.0,0.5,1.0
575,575,0,373215950153,1.0,0.5,1.0
576,576,0,373220204176,1.0,0.5,1.0
577,577,0,373215854037,1.0,0.5,1.0
578,578,0,373220226720,1.0,0.5,1.0
579,579,0,373216008406,1.0,0.5,1.0
580,580,0,373221312227,1.0,0.5,1.0
581,581,0,373220251195,1.0,0.5,1.0
582,582,0,373217123543,1.0,0.5,1.0
583,583,0,373220226714,1.0,0.5,1.0
584,584,0,373215911542,1.0,0.5,1.0
585,585,0,373215977005,1.0,0.5,1.0
586,586,0,373219144073,1.0,0.5,1.0
587,587,0,92027787018,1.0,1.0,3.0
588,588,0,359824078578,1.0,1.0,3.0
589,589,0,92178164493,1.0,1.0,3.0
590,590,0,106885152965,1.0,1.0,3.0
591,591,0,373240802621,1.0,1.0,3.0
592,592,0,265639635884,1.0,1.0,3.0
593,593,0,92152271816,1.0,1.0,3.0
594,594,0,92148974602,1.0,1.0,3.0
595,595,0,92092267521,1.0,1.0,3.0
596,596,0,159604398366,1.0,1.0,3.0
597,597,0,70516826246,1.0,0.5,1.0
598,598,0,70525177225,1.0,0.5,1.0
599,599,0,70536874340,1.0,0.5,1.0
600,600,0,70533672956,1.0,0.5,1.0
601,601,0,70549860345,1.0,0.5,1.0
602,602,0,92066087694,1.0,0.5,1.0
603,603,0,70536425761,1.0,0.5,1.0
604,604,0,70525334167,1.0,0.5,1.0
605,605,0,70550045285,1.0,0.5,1.0
